index,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,is_zero_adr,is_group_block
53391,City Hotel,1,49,2016,June,26,19,2,3,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,137.7,0,0,Canceled,2016-05-07,0,0
53392,City Hotel,1,131,2016,June,26,19,2,3,1,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,115.94,0,0,Canceled,2016-02-09,0,0
53393,City Hotel,1,54,2016,June,26,20,1,0,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,0,0,Transient,99.9,0,0,Canceled,2016-06-13,0,0
53394,City Hotel,1,82,2016,June,26,20,1,1,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,126.9,0,0,Canceled,2016-06-14,0,0
53395,City Hotel,1,31,2016,June,26,20,1,1,2,0,0,BB,KOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,107.1,0,0,Canceled,2016-06-17,0,0
53396,City Hotel,1,65,2016,June,26,20,1,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,126.9,0,0,Canceled,2016-04-19,0,0
53397,City Hotel,1,11,2016,June,26,20,1,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,156.0,0,1,Canceled,2016-06-14,0,0
53398,City Hotel,1,62,2016,June,26,20,1,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,99.9,0,0,Canceled,2016-04-30,0,0
53399,City Hotel,1,14,2016,June,26,20,1,1,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,177.0,0,0,Canceled,2016-06-17,0,0
53401,City Hotel,1,93,2016,June,26,20,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,0,0,Transient,121.5,0,1,No-Show,2016-06-20,0,0
53403,City Hotel,1,31,2016,June,26,20,1,1,2,0,0,BB,KOR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,0,0,Transient,162.35,0,0,Canceled,2016-06-16,0,0
53404,City Hotel,1,193,2016,June,26,20,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,162,0,39,Transient,120.0,0,0,Canceled,2016-01-18,0,0
53411,City Hotel,1,193,2016,June,26,20,1,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,162,0,39,Transient,100.0,0,0,Canceled,2016-01-18,0,0
53416,City Hotel,1,153,2016,June,26,20,1,2,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,113.1,0,0,Canceled,2016-01-19,0,0
53419,City Hotel,1,128,2016,June,26,20,1,2,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,120.0,0,0,Canceled,2016-02-23,0,0
53430,City Hotel,1,56,2016,June,26,20,1,2,1,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,94.5,0,0,Canceled,2016-04-25,0,0
53434,City Hotel,1,58,2016,June,26,20,1,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,113.4,0,0,Canceled,2016-06-13,0,0
53441,City Hotel,1,85,2016,June,26,20,1,2,2,0,0,BB,TUN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,126.9,0,0,Canceled,2016-03-29,0,0
53442,City Hotel,1,107,2016,June,26,20,1,2,2,0,0,HB,DEU,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9,0,0,Transient,174.6,0,0,Canceled,2016-04-23,0,0
53445,City Hotel,1,45,2016,June,26,20,1,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,101.7,0,1,Canceled,2016-06-20,0,0
53448,City Hotel,1,118,2016,June,26,20,1,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,109.86,0,0,Canceled,2016-03-16,0,0
53449,City Hotel,1,0,2016,June,26,20,1,3,1,0,0,BB,PRT,Aviation,Corporate,0,0,0,A,A,0,No Deposit,0,153,0,Transient,95.0,0,0,No-Show,2016-06-20,0,0
53450,City Hotel,1,56,2016,June,26,20,1,3,1,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,80.19,0,0,Canceled,2016-04-25,0,0
53451,City Hotel,1,38,2016,June,26,20,1,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83,0,0,Transient,88.8,0,0,Canceled,2016-05-13,0,0
53452,City Hotel,1,57,2016,June,26,20,1,3,1,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,99.9,0,0,Canceled,2016-05-25,0,0
53453,City Hotel,1,5,2016,June,26,20,1,3,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,143.5,0,1,Canceled,2016-06-20,0,0
53454,City Hotel,1,56,2016,June,26,20,1,3,1,2,0,BB,CHN,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,0,0,Transient,154.71,0,0,Canceled,2016-04-25,0,0
53455,City Hotel,1,57,2016,June,26,20,1,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,94.5,0,0,Canceled,2016-05-25,0,0
53456,City Hotel,1,37,2016,June,26,20,1,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,113.4,0,0,Canceled,2016-05-25,0,0
53457,City Hotel,1,93,2016,June,26,20,1,3,3,0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,143.23,0,0,Canceled,2016-04-13,0,0
53458,City Hotel,1,205,2016,June,26,20,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,79,0,0,Transient,80.24,0,0,Canceled,2016-06-02,0,0
53459,City Hotel,0,202,2016,June,26,20,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,79,0,0,Transient,80.24,0,0,Check-Out,2016-06-27,0,0
53460,City Hotel,0,174,2016,June,26,20,3,5,2,0,0,BB,DEU,Direct,Direct,0,0,0,D,D,0,No Deposit,14,0,0,Transient,120.35,0,0,Check-Out,2016-06-28,0,0
53461,City Hotel,1,8,2016,June,26,20,1,3,1,0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,116.5,0,0,Canceled,2016-06-12,0,0
53462,City Hotel,1,80,2016,June,26,21,0,1,2,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,104.49,0,0,Canceled,2016-04-19,0,0
53463,City Hotel,1,35,2016,June,26,21,0,1,3,0,0,BB,SGP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,132.3,0,0,Canceled,2016-05-19,0,0
53464,City Hotel,1,40,2016,June,26,21,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,0,Transient,76.92,0,0,Canceled,2016-05-12,0,0
53466,City Hotel,1,65,2016,June,26,21,0,1,3,0,0,BB,AUS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,132.3,0,0,Canceled,2016-04-17,0,0
53467,City Hotel,1,28,2016,June,26,21,0,1,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,147.0,0,2,No-Show,2016-06-21,0,0
53468,City Hotel,1,35,2016,June,26,21,0,1,2,0,0,SC,SGP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,89.1,0,0,Canceled,2016-05-19,0,0
53469,City Hotel,1,35,2016,June,26,21,0,1,2,0,0,SC,MOZ,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,89.1,0,1,No-Show,2016-06-21,0,0
53470,City Hotel,1,28,2016,June,26,21,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,126.0,0,1,No-Show,2016-06-21,0,0
53472,City Hotel,1,56,2016,June,26,21,0,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,99.9,0,0,Canceled,2016-05-01,0,0
53473,City Hotel,1,145,2016,June,26,21,0,2,2,0,0,BB,HKG,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,116.55,0,1,Canceled,2016-06-13,0,0
53474,City Hotel,1,50,2016,June,26,21,0,3,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,89.1,0,0,Canceled,2016-05-24,0,0
53475,City Hotel,1,42,2016,June,26,21,0,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,0,Transient,84.15,0,0,Canceled,2016-05-10,0,0
53476,City Hotel,1,65,2016,June,26,21,0,3,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,89.1,0,0,Canceled,2016-04-17,0,0
53478,City Hotel,1,23,2016,June,26,21,0,3,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,127.67,0,0,Canceled,2016-06-01,0,0
53479,City Hotel,1,99,2016,June,26,21,0,3,2,0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,0,0,Transient,88.6,0,1,Canceled,2016-06-21,0,0
53480,City Hotel,1,22,2016,June,26,21,0,3,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,127.67,0,0,Canceled,2016-06-17,0,0
53482,City Hotel,1,0,2016,June,26,22,0,1,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,0,0,Transient,159.0,0,2,Canceled,2016-06-22,0,0
53483,City Hotel,1,30,2016,June,26,22,0,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,126.9,0,0,Canceled,2016-05-24,0,0
53484,City Hotel,1,22,2016,June,26,22,0,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,129.0,0,0,Canceled,2016-06-20,0,0
53485,City Hotel,1,2,2016,June,26,22,0,1,1,0,0,SC,DEU,Offline TA/TO,GDS,0,0,0,A,A,0,No Deposit,195,0,0,Transient,124.0,0,0,Canceled,2016-06-21,0,0
53486,City Hotel,1,44,2016,June,26,22,0,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,89.1,0,1,Canceled,2016-06-19,0,0
53487,City Hotel,1,19,2016,June,26,22,0,2,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,215,0,0,Transient-Party,100.0,0,0,Canceled,2016-06-16,0,0
53488,City Hotel,1,47,2016,June,26,22,0,2,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,134.1,0,0,Canceled,2016-06-14,0,0
53489,City Hotel,0,193,2016,June,26,22,0,2,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,0,Transient,100.8,0,1,Check-Out,2016-06-24,0,0
53491,City Hotel,1,49,2016,June,26,22,0,2,2,1,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,160.65,0,0,Canceled,2016-06-08,0,0
53492,City Hotel,1,44,2016,June,26,22,0,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,89.1,0,0,Canceled,2016-05-11,0,0
53493,City Hotel,1,77,2016,June,26,22,0,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,34,0,0,Transient-Party,110.0,0,0,Canceled,2016-04-06,0,0
53494,City Hotel,1,24,2016,June,26,22,0,2,3,0,0,BB,KOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,157.0,0,0,Canceled,2016-06-03,0,0
53495,City Hotel,1,351,2016,June,26,23,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,0,0,Transient,59.0,0,0,Canceled,2015-10-21,0,0
53496,City Hotel,1,98,2016,June,26,23,0,1,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,85.5,0,1,Canceled,2016-06-21,0,0
53497,City Hotel,1,23,2016,June,26,23,0,1,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,89.0,0,0,Canceled,2016-06-02,0,0
53498,City Hotel,1,15,2016,June,26,23,0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,89.0,0,1,Canceled,2016-06-12,0,0
53500,City Hotel,1,21,2016,June,26,23,0,1,2,1,0,BB,TUR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,119.0,0,0,Canceled,2016-06-07,0,0
53501,City Hotel,1,17,2016,June,26,23,0,1,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,95.0,0,1,Canceled,2016-06-19,0,0
53502,City Hotel,1,82,2016,June,26,23,0,1,2,0,0,SC,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,85.5,0,0,Canceled,2016-04-03,0,0
53503,City Hotel,1,81,2016,June,26,23,0,1,1,0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,90.9,0,0,Canceled,2016-04-04,0,0
53504,City Hotel,1,6,2016,June,26,23,0,1,1,0,0,BB,HKG,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,95.0,0,0,Canceled,2016-06-17,0,0
53505,City Hotel,1,26,2016,June,26,23,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,101.0,0,0,Canceled,2016-06-15,0,0
53510,City Hotel,1,17,2016,June,26,23,0,1,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,89.0,0,0,Canceled,2016-06-06,0,0
53511,City Hotel,1,351,2016,June,26,23,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,0,0,Transient,62.0,0,0,Canceled,2015-10-21,0,0
53541,City Hotel,1,8,2016,June,26,23,0,1,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,79.0,0,1,Canceled,2016-06-21,0,0
53542,City Hotel,1,42,2016,June,26,23,0,1,2,2,0,BB,ZAF,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,0,0,Transient,171.9,0,1,Canceled,2016-06-08,0,0
53544,City Hotel,1,9,2016,June,26,23,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,91.0,0,0,Canceled,2016-06-14,0,0
53545,City Hotel,1,60,2016,June,26,23,0,1,3,0,0,BB,HKG,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,132.3,0,0,Canceled,2016-05-30,0,0
53548,City Hotel,1,7,2016,June,26,23,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,0,0,Transient,91.0,0,1,Canceled,2016-06-17,0,0
53549,City Hotel,1,233,2016,June,26,23,1,3,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Contract,100.3,0,0,Canceled,2016-06-13,0,0
53550,City Hotel,1,17,2016,June,26,24,0,1,2,2,0,BB,ZAF,Direct,Direct,0,0,0,F,F,0,No Deposit,0,0,0,Transient,171.9,0,2,Canceled,2016-06-09,0,0
53551,City Hotel,1,234,2016,June,26,24,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,0,Transient-Party,65.0,0,0,Canceled,2016-02-05,0,0
53552,City Hotel,1,172,2016,June,26,24,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,34,0,0,Transient-Party,95.0,0,0,Canceled,2016-04-06,0,0
53554,City Hotel,1,265,2016,June,26,24,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,0,0,Transient-Party,109.0,0,0,Canceled,2016-06-16,0,0
53564,City Hotel,1,192,2016,June,26,24,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,34,0,0,Transient-Party,95.0,0,0,Canceled,2016-06-16,0,0
53568,City Hotel,1,79,2016,June,26,24,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,0,0,Transient-Party,109.0,0,0,Canceled,2016-06-16,0,0
53575,City Hotel,1,3,2016,June,26,24,0,2,1,0,0,BB,PRT,Offline TA/TO,Direct,0,0,0,A,F,0,No Deposit,34,0,0,Transient-Party,95.0,0,0,Canceled,2016-06-24,0,0
53576,City Hotel,1,121,2016,June,26,24,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,0,0,Transient,90.0,0,0,Canceled,2016-05-03,0,0
53577,City Hotel,1,121,2016,June,26,24,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,1,Non Refund,3,0,0,Transient,90.0,0,0,Canceled,2016-05-03,0,0
53586,City Hotel,1,273,2016,June,26,24,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,8,0,0,Transient,94.5,0,0,Canceled,2016-06-10,0,0
53598,City Hotel,1,148,2016,June,26,25,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85,0,0,Transient,79.53,0,0,Canceled,2016-01-29,0,0
53599,City Hotel,1,102,2016,June,26,25,4,10,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138,0,0,Transient,79.29,0,0,Canceled,2016-06-20,0,0
53600,City Hotel,1,163,2016,June,26,25,1,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,0,0,Transient,96.0,0,0,Canceled,2016-02-09,0,0
53610,City Hotel,1,88,2016,June,27,26,1,0,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,96.3,0,0,Canceled,2016-04-10,0,0
53611,City Hotel,1,61,2016,June,27,26,1,0,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,99.9,0,0,Canceled,2016-04-26,0,0
53612,City Hotel,1,77,2016,June,27,26,1,0,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,105.3,0,1,No-Show,2016-06-26,0,0
53613,City Hotel,1,14,2016,June,27,26,1,0,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,89.0,0,0,Canceled,2016-06-12,0,0
53614,City Hotel,1,87,2016,June,27,26,1,0,2,0,0,BB,TUR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,0,0,Transient,96.3,0,0,Canceled,2016-04-16,0,0
53615,City Hotel,1,91,2016,June,27,26,1,0,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,85.5,0,0,Canceled,2016-04-25,0,0
53616,City Hotel,1,156,2016,June,27,26,1,0,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,96.3,0,0,Canceled,2016-02-01,0,0
53617,City Hotel,1,10,2016,June,27,26,1,0,2,0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,100.0,0,0,Canceled,2016-06-16,0,0
53618,City Hotel,1,18,2016,June,27,26,2,0,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,114.0,0,0,Canceled,2016-06-09,0,0
53619,City Hotel,1,87,2016,June,27,26,2,0,2,0,0,SC,TUR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,85.5,0,0,Canceled,2016-03-31,0,0
53620,City Hotel,1,36,2016,June,27,26,2,0,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,94.35,0,0,Canceled,2016-06-05,0,0
53621,City Hotel,1,11,2016,June,27,26,2,0,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,116.0,0,0,Canceled,2016-06-19,0,0
53622,City Hotel,1,172,2016,June,27,26,2,0,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,85.5,0,0,Canceled,2016-01-06,0,0
53623,City Hotel,1,13,2016,June,27,26,2,0,1,0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,125.0,0,1,Canceled,2016-06-22,0,0
53624,City Hotel,1,39,2016,June,27,26,2,0,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,89.1,0,0,Canceled,2016-05-23,0,0
53626,City Hotel,1,143,2016,June,27,26,2,0,2,1,0,BB,TUR,Online TA,TA/TO,0,0,0,A,A,4,No Deposit,9,0,0,Transient,118.65,0,1,Canceled,2016-06-05,0,0
53627,City Hotel,1,26,2016,June,27,26,2,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,137.67,0,1,Canceled,2016-06-24,0,0
53628,City Hotel,1,110,2016,June,27,26,2,1,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138,0,0,Transient,95.0,0,0,Canceled,2016-03-15,0,0
53629,City Hotel,1,40,2016,June,27,26,2,1,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,100.02,0,0,Canceled,2016-05-18,0,0
53630,City Hotel,1,27,2016,June,27,26,2,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,152.67,0,0,Canceled,2016-05-31,0,0
53631,City Hotel,1,43,2016,June,27,26,2,1,2,0,0,SC,LUX,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,95.1,0,0,Canceled,2016-05-24,0,0
53632,City Hotel,1,98,2016,June,27,26,2,1,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,91.5,0,0,Canceled,2016-03-29,0,0
53633,City Hotel,1,10,2016,June,27,26,2,1,1,0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,112.33,0,1,Canceled,2016-06-17,0,0
53634,City Hotel,1,103,2016,June,27,26,2,1,2,0,1,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,83,0,0,Transient,77.29,0,1,Canceled,2016-04-07,0,0
53635,City Hotel,1,60,2016,June,27,26,2,1,2,0,0,SC,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,95.1,0,0,Canceled,2016-04-28,0,0
53636,City Hotel,1,37,2016,June,27,26,2,1,2,1,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,115.32,0,0,Canceled,2016-05-27,0,0
53638,City Hotel,1,65,2016,June,27,26,2,2,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,0,0,Transient,137.7,0,0,Canceled,2016-05-03,0,0
53639,City Hotel,1,116,2016,June,27,26,2,2,2,2,0,BB,SWE,Online TA,TA/TO,0,0,0,B,B,2,No Deposit,9,0,0,Transient,184.24,0,1,Canceled,2016-06-23,0,0
53640,City Hotel,1,60,2016,June,27,26,2,2,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,108.9,0,1,Canceled,2016-06-25,0,0
53641,City Hotel,1,115,2016,June,27,26,2,2,0,2,0,BB,SWE,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,0,0,Transient,92.12,0,0,Canceled,2016-06-23,0,0
53642,City Hotel,1,99,2016,June,27,26,2,2,3,0,0,BB,ARE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,130.05,0,0,Canceled,2016-04-22,0,0
53643,City Hotel,1,55,2016,June,27,26,2,2,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,108.9,0,1,Canceled,2016-06-25,0,0
53644,City Hotel,1,31,2016,June,27,26,2,2,3,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,192.6,0,0,Canceled,2016-05-28,0,0
53645,City Hotel,1,6,2016,June,27,26,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,0,Transient,103.64,0,0,Canceled,2016-06-20,0,0
53646,City Hotel,1,157,2016,June,27,26,2,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,90.95,0,0,Canceled,2016-06-19,0,0
53647,City Hotel,1,71,2016,June,27,26,2,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,107.1,0,0,Canceled,2016-04-16,0,0
53648,City Hotel,1,87,2016,June,27,26,2,3,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,141.3,0,0,Canceled,2016-05-11,0,0
53649,City Hotel,1,5,2016,June,27,26,2,3,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,10,0,0,Transient,116.42,0,0,Canceled,2016-06-24,0,0
53651,City Hotel,1,191,2016,June,27,26,2,4,2,0,0,BB,ITA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,0,Transient,91.94,0,1,Canceled,2016-01-21,0,0
53652,City Hotel,1,145,2016,June,27,26,2,4,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,90.95,0,2,Canceled,2016-04-27,0,0
53653,City Hotel,1,57,2016,June,27,26,2,4,2,0,0,BB,CHE,Direct,Direct,0,0,0,D,D,2,No Deposit,14,0,0,Transient,139.8,0,1,Canceled,2016-05-02,0,0
